UID,KEY,DEP,ARR,CLASS,CAPACITY,DEP_TIME,ARR_TIME
1472,ZZ20240616BLRAMD4647,BLR,AMD,FC,7,1718508840,1718519820
1473,ZZ20240616BLRAMD4647,BLR,AMD,BC,14,1718508840,1718519820
1474,ZZ20240616BLRAMD4647,BLR,AMD,PC,21,1718508840,1718519820
1475,ZZ20240616BLRAMD4647,BLR,AMD,EC,28,1718508840,1718519820
1476,ZZ20240617BLRAMD4647,BLR,AMD,FC,7,1718595240,1718606220
1477,ZZ20240617BLRAMD4647,BLR,AMD,BC,14,1718595240,1718606220
1478,ZZ20240617BLRAMD4647,BLR,AMD,PC,21,1718595240,1718606220
1479,ZZ20240617BLRAMD4647,BLR,AMD,EC,28,1718595240,1718606220
1480,ZZ20240618BLRAMD4647,BLR,AMD,FC,7,1718681640,1718692620
1481,ZZ20240618BLRAMD4647,BLR,AMD,BC,14,1718681640,1718692620
1482,ZZ20240618BLRAMD4647,BLR,AMD,PC,21,1718681640,1718692620
1483,ZZ20240618BLRAMD4647,BLR,AMD,EC,28,1718681640,1718692620
1484,ZZ20240406CCUHYD3723,CCU,HYD,FC,27,1712420340,1712451240
1485,ZZ20240406CCUHYD3723,CCU,HYD,BC,54,1712420340,1712451240
1486,ZZ20240406CCUHYD3723,CCU,HYD,PC,81,1712420340,1712451240
1487,ZZ20240406CCUHYD3723,CCU,HYD,EC,108,1712420340,1712451240
1488,ZZ20240407CCUHYD3723,CCU,HYD,FC,27,1712506740,1712537640
1489,ZZ20240407CCUHYD3723,CCU,HYD,BC,54,1712506740,1712537640
1490,ZZ20240407CCUHYD3723,CCU,HYD,PC,81,1712506740,1712537640
1491,ZZ20240407CCUHYD3723,CCU,HYD,EC,108,1712506740,1712537640
1492,ZZ20240411CCUHYD3723,CCU,HYD,FC,27,1712852340,1712883240
1493,ZZ20240411CCUHYD3723,CCU,HYD,BC,54,1712852340,1712883240
1494,ZZ20240411CCUHYD3723,CCU,HYD,PC,81,1712852340,1712883240
1495,ZZ20240411CCUHYD3723,CCU,HYD,EC,108,1712852340,1712883240
1496,ZZ20240413CCUHYD3723,CCU,HYD,FC,27,1713025140,1713056040
1497,ZZ20240413CCUHYD3723,CCU,HYD,BC,54,1713025140,1713056040
1498,ZZ20240413CCUHYD3723,CCU,HYD,PC,81,1713025140,1713056040
1499,ZZ20240413CCUHYD3723,CCU,HYD,EC,108,1713025140,1713056040
1500,ZZ20240414CCUHYD3723,CCU,HYD,FC,27,1713111540,1713142440
1501,ZZ20240414CCUHYD3723,CCU,HYD,BC,54,1713111540,1713142440
1502,ZZ20240414CCUHYD3723,CCU,HYD,PC,81,1713111540,1713142440
1503,ZZ20240414CCUHYD3723,CCU,HYD,EC,108,1713111540,1713142440
1504,ZZ20240418CCUHYD3723,CCU,HYD,FC,27,1713457140,1713488040
1505,ZZ20240418CCUHYD3723,CCU,HYD,BC,54,1713457140,1713488040
1506,ZZ20240418CCUHYD3723,CCU,HYD,PC,81,1713457140,1713488040
1507,ZZ20240418CCUHYD3723,CCU,HYD,EC,108,1713457140,1713488040
1508,ZZ20240420CCUHYD3723,CCU,HYD,FC,27,1713629940,1713660840
1509,ZZ20240420CCUHYD3723,CCU,HYD,BC,54,1713629940,1713660840
1510,ZZ20240420CCUHYD3723,CCU,HYD,PC,81,1713629940,1713660840
1511,ZZ20240420CCUHYD3723,CCU,HYD,EC,108,1713629940,1713660840
1512,ZZ20240421CCUHYD3723,CCU,HYD,FC,27,1713716340,1713747240
1513,ZZ20240421CCUHYD3723,CCU,HYD,BC,54,1713716340,1713747240
1514,ZZ20240421CCUHYD3723,CCU,HYD,PC,81,1713716340,1713747240
1515,ZZ20240421CCUHYD3723,CCU,HYD,EC,108,1713716340,1713747240
1516,ZZ20240425CCUHYD3723,CCU,HYD,FC,27,1714061940,1714092840
1517,ZZ20240425CCUHYD3723,CCU,HYD,BC,54,1714061940,1714092840
1518,ZZ20240425CCUHYD3723,CCU,HYD,PC,81,1714061940,1714092840
1519,ZZ20240425CCUHYD3723,CCU,HYD,EC,108,1714061940,1714092840
1520,ZZ20240427CCUHYD3723,CCU,HYD,FC,27,1714234740,1714265640
1521,ZZ20240427CCUHYD3723,CCU,HYD,BC,54,1714234740,1714265640
1522,ZZ20240427CCUHYD3723,CCU,HYD,PC,81,1714234740,1714265640
1523,ZZ20240427CCUHYD3723,CCU,HYD,EC,108,1714234740,1714265640
1524,ZZ20240428CCUHYD3723,CCU,HYD,FC,27,1714321140,1714352040
1525,ZZ20240428CCUHYD3723,CCU,HYD,BC,54,1714321140,1714352040
1526,ZZ20240428CCUHYD3723,CCU,HYD,PC,81,1714321140,1714352040
1527,ZZ20240428CCUHYD3723,CCU,HYD,EC,108,1714321140,1714352040
1528,ZZ20240502CCUHYD3723,CCU,HYD,FC,27,1714666740,1714697640
1529,ZZ20240502CCUHYD3723,CCU,HYD,BC,54,1714666740,1714697640
1530,ZZ20240502CCUHYD3723,CCU,HYD,PC,81,1714666740,1714697640
1531,ZZ20240502CCUHYD3723,CCU,HYD,EC,108,1714666740,1714697640
1532,ZZ20240504CCUHYD3723,CCU,HYD,FC,27,1714839540,1714870440
1533,ZZ20240504CCUHYD3723,CCU,HYD,BC,54,1714839540,1714870440
1534,ZZ20240504CCUHYD3723,CCU,HYD,PC,81,1714839540,1714870440
1535,ZZ20240504CCUHYD3723,CCU,HYD,EC,108,1714839540,1714870440
1536,ZZ20240505CCUHYD3723,CCU,HYD,FC,27,1714925940,1714956840
1537,ZZ20240505CCUHYD3723,CCU,HYD,BC,54,1714925940,1714956840
1538,ZZ20240505CCUHYD3723,CCU,HYD,PC,81,1714925940,1714956840
1539,ZZ20240505CCUHYD3723,CCU,HYD,EC,108,1714925940,1714956840
1540,ZZ20240509CCUHYD3723,CCU,HYD,FC,27,1715271540,1715302440
1541,ZZ20240509CCUHYD3723,CCU,HYD,BC,54,1715271540,1715302440
1542,ZZ20240509CCUHYD3723,CCU,HYD,PC,81,1715271540,1715302440
1543,ZZ20240509CCUHYD3723,CCU,HYD,EC,108,1715271540,1715302440
1544,ZZ20240511CCUHYD3723,CCU,HYD,FC,27,1715444340,1715475240
1545,ZZ20240511CCUHYD3723,CCU,HYD,BC,54,1715444340,1715475240
1546,ZZ20240511CCUHYD3723,CCU,HYD,PC,81,1715444340,1715475240
1547,ZZ20240511CCUHYD3723,CCU,HYD,EC,108,1715444340,1715475240
1548,ZZ20240512CCUHYD3723,CCU,HYD,FC,27,1715530740,1715561640
1549,ZZ20240512CCUHYD3723,CCU,HYD,BC,54,1715530740,1715561640
1550,ZZ20240512CCUHYD3723,CCU,HYD,PC,81,1715530740,1715561640
1551,ZZ20240512CCUHYD3723,CCU,HYD,EC,108,1715530740,1715561640
1552,ZZ20240516CCUHYD3723,CCU,HYD,FC,27,1715876340,1715907240
1553,ZZ20240516CCUHYD3723,CCU,HYD,BC,54,1715876340,1715907240
1554,ZZ20240516CCUHYD3723,CCU,HYD,PC,81,1715876340,1715907240
1555,ZZ20240516CCUHYD3723,CCU,HYD,EC,108,1715876340,1715907240
1556,ZZ20240518CCUHYD3723,CCU,HYD,FC,27,1716049140,1716080040
1557,ZZ20240518CCUHYD3723,CCU,HYD,BC,54,1716049140,1716080040
1558,ZZ20240518CCUHYD3723,CCU,HYD,PC,81,1716049140,1716080040
1559,ZZ20240518CCUHYD3723,CCU,HYD,EC,108,1716049140,1716080040
1560,ZZ20240519CCUHYD3723,CCU,HYD,FC,27,1716135540,1716166440
1561,ZZ20240519CCUHYD3723,CCU,HYD,BC,54,1716135540,1716166440
1562,ZZ20240519CCUHYD3723,CCU,HYD,PC,81,1716135540,1716166440
1563,ZZ20240519CCUHYD3723,CCU,HYD,EC,108,1716135540,1716166440
1564,ZZ20240502MAAHYD3027,MAA,HYD,FC,10,1714658700,1714695660
1565,ZZ20240502MAAHYD3027,MAA,HYD,BC,20,1714658700,1714695660
1566,ZZ20240502MAAHYD3027,MAA,HYD,PC,30,1714658700,1714695660
1567,ZZ20240502MAAHYD3027,MAA,HYD,EC,40,1714658700,1714695660
1568,ZZ20240503MAAHYD3027,MAA,HYD,FC,10,1714745100,1714782060
1569,ZZ20240503MAAHYD3027,MAA,HYD,BC,20,1714745100,1714782060
1570,ZZ20240503MAAHYD3027,MAA,HYD,PC,30,1714745100,1714782060
1571,ZZ20240503MAAHYD3027,MAA,HYD,EC,40,1714745100,1714782060
1572,ZZ20240509MAAHYD3027,MAA,HYD,FC,10,1715263500,1715300460
1573,ZZ20240509MAAHYD3027,MAA,HYD,BC,20,1715263500,1715300460
1574,ZZ20240509MAAHYD3027,MAA,HYD,PC,30,1715263500,1715300460
1575,ZZ20240509MAAHYD3027,MAA,HYD,EC,40,1715263500,1715300460
1576,ZZ20240510MAAHYD3027,MAA,HYD,FC,10,1715349900,1715386860
1577,ZZ20240510MAAHYD3027,MAA,HYD,BC,20,1715349900,1715386860
1578,ZZ20240510MAAHYD3027,MAA,HYD,PC,30,1715349900,1715386860
1579,ZZ20240510MAAHYD3027,MAA,HYD,EC,40,1715349900,1715386860
1580,ZZ20240516MAAHYD3027,MAA,HYD,FC,10,1715868300,1715905260
1581,ZZ20240516MAAHYD3027,MAA,HYD,BC,20,1715868300,1715905260
1582,ZZ20240516MAAHYD3027,MAA,HYD,PC,30,1715868300,1715905260
1583,ZZ20240516MAAHYD3027,MAA,HYD,EC,40,1715868300,1715905260
1584,ZZ20240517MAAHYD3027,MAA,HYD,FC,10,1715954700,1715991660
1585,ZZ20240517MAAHYD3027,MAA,HYD,BC,20,1715954700,1715991660
1586,ZZ20240517MAAHYD3027,MAA,HYD,PC,30,1715954700,1715991660
1587,ZZ20240517MAAHYD3027,MAA,HYD,EC,40,1715954700,1715991660
1588,ZZ20240523MAAHYD3027,MAA,HYD,FC,10,1716473100,1716510060
1589,ZZ20240523MAAHYD3027,MAA,HYD,BC,20,1716473100,1716510060
1590,ZZ20240523MAAHYD3027,MAA,HYD,PC,30,1716473100,1716510060
1591,ZZ20240523MAAHYD3027,MAA,HYD,EC,40,1716473100,1716510060
1592,ZZ20240524MAAHYD3027,MAA,HYD,FC,10,1716559500,1716596460
1593,ZZ20240524MAAHYD3027,MAA,HYD,BC,20,1716559500,1716596460
1594,ZZ20240524MAAHYD3027,MAA,HYD,PC,30,1716559500,1716596460
1595,ZZ20240524MAAHYD3027,MAA,HYD,EC,40,1716559500,1716596460
1596,ZZ20240530MAAHYD3027,MAA,HYD,FC,10,1717077900,1717114860
1597,ZZ20240530MAAHYD3027,MAA,HYD,BC,20,1717077900,1717114860
1598,ZZ20240530MAAHYD3027,MAA,HYD,PC,30,1717077900,1717114860
1599,ZZ20240530MAAHYD3027,MAA,HYD,EC,40,1717077900,1717114860
1600,ZZ20240531MAAHYD3027,MAA,HYD,FC,10,1717164300,1717201260
1601,ZZ20240531MAAHYD3027,MAA,HYD,BC,20,1717164300,1717201260
1602,ZZ20240531MAAHYD3027,MAA,HYD,PC,30,1717164300,1717201260
1603,ZZ20240531MAAHYD3027,MAA,HYD,EC,40,1717164300,1717201260
1604,ZZ20240606MAAHYD3027,MAA,HYD,FC,10,1717682700,1717719660
1605,ZZ20240606MAAHYD3027,MAA,HYD,BC,20,1717682700,1717719660
1606,ZZ20240606MAAHYD3027,MAA,HYD,PC,30,1717682700,1717719660
1607,ZZ20240606MAAHYD3027,MAA,HYD,EC,40,1717682700,1717719660
1608,ZZ20240607MAAHYD3027,MAA,HYD,FC,10,1717769100,1717806060
1609,ZZ20240607MAAHYD3027,MAA,HYD,BC,20,1717769100,1717806060
1610,ZZ20240607MAAHYD3027,MAA,HYD,PC,30,1717769100,1717806060
1611,ZZ20240607MAAHYD3027,MAA,HYD,EC,40,1717769100,1717806060
1612,ZZ20240613MAAHYD3027,MAA,HYD,FC,10,1718287500,1718324460
1613,ZZ20240613MAAHYD3027,MAA,HYD,BC,20,1718287500,1718324460
1614,ZZ20240613MAAHYD3027,MAA,HYD,PC,30,1718287500,1718324460
1615,ZZ20240613MAAHYD3027,MAA,HYD,EC,40,1718287500,1718324460
1616,ZZ20240614MAAHYD3027,MAA,HYD,FC,10,1718373900,1718410860
1617,ZZ20240614MAAHYD3027,MAA,HYD,BC,20,1718373900,1718410860
1618,ZZ20240614MAAHYD3027,MAA,HYD,PC,30,1718373900,1718410860
1619,ZZ20240614MAAHYD3027,MAA,HYD,EC,40,1718373900,1718410860
1620,ZZ20240507HYDBLR2887,HYD,BLR,FC,22,1715041800,1715088960
1621,ZZ20240507HYDBLR2887,HYD,BLR,BC,44,1715041800,1715088960
1622,ZZ20240507HYDBLR2887,HYD,BLR,PC,66,1715041800,1715088960
1623,ZZ20240507HYDBLR2887,HYD,BLR,EC,88,1715041800,1715088960
1624,ZZ20240508HYDBLR2887,HYD,BLR,FC,22,1715128200,1715175360
1625,ZZ20240508HYDBLR2887,HYD,BLR,BC,44,1715128200,1715175360
1626,ZZ20240508HYDBLR2887,HYD,BLR,PC,66,1715128200,1715175360
1627,ZZ20240508HYDBLR2887,HYD,BLR,EC,88,1715128200,1715175360
1628,ZZ20240509HYDBLR2887,HYD,BLR,FC,22,1715214600,1715261760
1629,ZZ20240509HYDBLR2887,HYD,BLR,BC,44,1715214600,1715261760
1630,ZZ20240509HYDBLR2887,HYD,BLR,PC,66,1715214600,1715261760
1631,ZZ20240509HYDBLR2887,HYD,BLR,EC,88,1715214600,1715261760
1632,ZZ20240511HYDBLR2887,HYD,BLR,FC,22,1715387400,1715434560
1633,ZZ20240511HYDBLR2887,HYD,BLR,BC,44,1715387400,1715434560
1634,ZZ20240511HYDBLR2887,HYD,BLR,PC,66,1715387400,1715434560
1635,ZZ20240511HYDBLR2887,HYD,BLR,EC,88,1715387400,1715434560
1636,ZZ20240512HYDBLR2887,HYD,BLR,FC,22,1715473800,1715520960
1637,ZZ20240512HYDBLR2887,HYD,BLR,BC,44,1715473800,1715520960
1638,ZZ20240512HYDBLR2887,HYD,BLR,PC,66,1715473800,1715520960
1639,ZZ20240512HYDBLR2887,HYD,BLR,EC,88,1715473800,1715520960
1640,ZZ20240514HYDBLR2887,HYD,BLR,FC,22,1715646600,1715693760
1641,ZZ20240514HYDBLR2887,HYD,BLR,BC,44,1715646600,1715693760
1642,ZZ20240514HYDBLR2887,HYD,BLR,PC,66,1715646600,1715693760
1643,ZZ20240514HYDBLR2887,HYD,BLR,EC,88,1715646600,1715693760
1644,ZZ20240515HYDBLR2887,HYD,BLR,FC,22,1715733000,1715780160
1645,ZZ20240515HYDBLR2887,HYD,BLR,BC,44,1715733000,1715780160
1646,ZZ20240515HYDBLR2887,HYD,BLR,PC,66,1715733000,1715780160
1647,ZZ20240515HYDBLR2887,HYD,BLR,EC,88,1715733000,1715780160
1648,ZZ20240516HYDBLR2887,HYD,BLR,FC,22,1715819400,1715866560
1649,ZZ20240516HYDBLR2887,HYD,BLR,BC,44,1715819400,1715866560
1650,ZZ20240516HYDBLR2887,HYD,BLR,PC,66,1715819400,1715866560
1651,ZZ20240516HYDBLR2887,HYD,BLR,EC,88,1715819400,1715866560
1652,ZZ20240518HYDBLR2887,HYD,BLR,FC,22,1715992200,1716039360
1653,ZZ20240518HYDBLR2887,HYD,BLR,BC,44,1715992200,1716039360
1654,ZZ20240518HYDBLR2887,HYD,BLR,PC,66,1715992200,1716039360
1655,ZZ20240518HYDBLR2887,HYD,BLR,EC,88,1715992200,1716039360
1656,ZZ20240519HYDBLR2887,HYD,BLR,FC,22,1716078600,1716125760
1657,ZZ20240519HYDBLR2887,HYD,BLR,BC,44,1716078600,1716125760
1658,ZZ20240519HYDBLR2887,HYD,BLR,PC,66,1716078600,1716125760
1659,ZZ20240519HYDBLR2887,HYD,BLR,EC,88,1716078600,1716125760
1660,ZZ20240521HYDBLR2887,HYD,BLR,FC,22,1716251400,1716298560
1661,ZZ20240521HYDBLR2887,HYD,BLR,BC,44,1716251400,1716298560
1662,ZZ20240521HYDBLR2887,HYD,BLR,PC,66,1716251400,1716298560
1663,ZZ20240521HYDBLR2887,HYD,BLR,EC,88,1716251400,1716298560
1664,ZZ20240522HYDBLR2887,HYD,BLR,FC,22,1716337800,1716384960
1665,ZZ20240522HYDBLR2887,HYD,BLR,BC,44,1716337800,1716384960
1666,ZZ20240522HYDBLR2887,HYD,BLR,PC,66,1716337800,1716384960
1667,ZZ20240522HYDBLR2887,HYD,BLR,EC,88,1716337800,1716384960
1668,ZZ20240523HYDBLR2887,HYD,BLR,FC,22,1716424200,1716471360
1669,ZZ20240523HYDBLR2887,HYD,BLR,BC,44,1716424200,1716471360
1670,ZZ20240523HYDBLR2887,HYD,BLR,PC,66,1716424200,1716471360
1671,ZZ20240523HYDBLR2887,HYD,BLR,EC,88,1716424200,1716471360
1672,ZZ20240525HYDBLR2887,HYD,BLR,FC,22,1716597000,1716644160
1673,ZZ20240525HYDBLR2887,HYD,BLR,BC,44,1716597000,1716644160
1674,ZZ20240525HYDBLR2887,HYD,BLR,PC,66,1716597000,1716644160
1675,ZZ20240525HYDBLR2887,HYD,BLR,EC,88,1716597000,1716644160
1676,ZZ20240526HYDBLR2887,HYD,BLR,FC,22,1716683400,1716730560
1677,ZZ20240526HYDBLR2887,HYD,BLR,BC,44,1716683400,1716730560
1678,ZZ20240526HYDBLR2887,HYD,BLR,PC,66,1716683400,1716730560
1679,ZZ20240526HYDBLR2887,HYD,BLR,EC,88,1716683400,1716730560
1680,ZZ20240528HYDBLR2887,HYD,BLR,FC,22,1716856200,1716903360
1681,ZZ20240528HYDBLR2887,HYD,BLR,BC,44,1716856200,1716903360
1682,ZZ20240528HYDBLR2887,HYD,BLR,PC,66,1716856200,1716903360
1683,ZZ20240528HYDBLR2887,HYD,BLR,EC,88,1716856200,1716903360
1684,ZZ20240529HYDBLR2887,HYD,BLR,FC,22,1716942600,1716989760
1685,ZZ20240529HYDBLR2887,HYD,BLR,BC,44,1716942600,1716989760
1686,ZZ20240529HYDBLR2887,HYD,BLR,PC,66,1716942600,1716989760
1687,ZZ20240529HYDBLR2887,HYD,BLR,EC,88,1716942600,1716989760
1688,ZZ20240530HYDBLR2887,HYD,BLR,FC,22,1717029000,1717076160
1689,ZZ20240530HYDBLR2887,HYD,BLR,BC,44,1717029000,1717076160
1690,ZZ20240530HYDBLR2887,HYD,BLR,PC,66,1717029000,1717076160
1691,ZZ20240530HYDBLR2887,HYD,BLR,EC,88,1717029000,1717076160
1692,ZZ20240601HYDBLR2887,HYD,BLR,FC,22,1717201800,1717248960
1693,ZZ20240601HYDBLR2887,HYD,BLR,BC,44,1717201800,1717248960
1694,ZZ20240601HYDBLR2887,HYD,BLR,PC,66,1717201800,1717248960
1695,ZZ20240601HYDBLR2887,HYD,BLR,EC,88,1717201800,1717248960
1696,ZZ20240602HYDBLR2887,HYD,BLR,FC,22,1717288200,1717335360
1697,ZZ20240602HYDBLR2887,HYD,BLR,BC,44,1717288200,1717335360
1698,ZZ20240602HYDBLR2887,HYD,BLR,PC,66,1717288200,1717335360
1699,ZZ20240602HYDBLR2887,HYD,BLR,EC,88,1717288200,1717335360
1700,ZZ20240604HYDBLR2887,HYD,BLR,FC,22,1717461000,1717508160
1701,ZZ20240604HYDBLR2887,HYD,BLR,BC,44,1717461000,1717508160
1702,ZZ20240604HYDBLR2887,HYD,BLR,PC,66,1717461000,1717508160
1703,ZZ20240604HYDBLR2887,HYD,BLR,EC,88,1717461000,1717508160
1704,ZZ20240605HYDBLR2887,HYD,BLR,FC,22,1717547400,1717594560
1705,ZZ20240605HYDBLR2887,HYD,BLR,BC,44,1717547400,1717594560
1706,ZZ20240605HYDBLR2887,HYD,BLR,PC,66,1717547400,1717594560
1707,ZZ20240605HYDBLR2887,HYD,BLR,EC,88,1717547400,1717594560
1708,ZZ20240606HYDBLR2887,HYD,BLR,FC,22,1717633800,1717680960
1709,ZZ20240606HYDBLR2887,HYD,BLR,BC,44,1717633800,1717680960
1710,ZZ20240606HYDBLR2887,HYD,BLR,PC,66,1717633800,1717680960
1711,ZZ20240606HYDBLR2887,HYD,BLR,EC,88,1717633800,1717680960
1712,ZZ20240608HYDBLR2887,HYD,BLR,FC,22,1717806600,1717853760
1713,ZZ20240608HYDBLR2887,HYD,BLR,BC,44,1717806600,1717853760
1714,ZZ20240608HYDBLR2887,HYD,BLR,PC,66,1717806600,1717853760
1715,ZZ20240608HYDBLR2887,HYD,BLR,EC,88,1717806600,1717853760
1716,ZZ20240609HYDBLR2887,HYD,BLR,FC,22,1717893000,1717940160
1717,ZZ20240609HYDBLR2887,HYD,BLR,BC,44,1717893000,1717940160
1718,ZZ20240609HYDBLR2887,HYD,BLR,PC,66,1717893000,1717940160
1719,ZZ20240609HYDBLR2887,HYD,BLR,EC,88,1717893000,1717940160
1720,ZZ20240611HYDBLR2887,HYD,BLR,FC,22,1718065800,1718112960
1721,ZZ20240611HYDBLR2887,HYD,BLR,BC,44,1718065800,1718112960
1722,ZZ20240611HYDBLR2887,HYD,BLR,PC,66,1718065800,1718112960
1723,ZZ20240611HYDBLR2887,HYD,BLR,EC,88,1718065800,1718112960
1724,ZZ20240612HYDBLR2887,HYD,BLR,FC,22,1718152200,1718199360
1725,ZZ20240612HYDBLR2887,HYD,BLR,BC,44,1718152200,1718199360
1726,ZZ20240612HYDBLR2887,HYD,BLR,PC,66,1718152200,1718199360
1727,ZZ20240612HYDBLR2887,HYD,BLR,EC,88,1718152200,1718199360
1728,ZZ20240613HYDBLR2887,HYD,BLR,FC,22,1718238600,1718285760
1729,ZZ20240613HYDBLR2887,HYD,BLR,BC,44,1718238600,1718285760
1730,ZZ20240613HYDBLR2887,HYD,BLR,PC,66,1718238600,1718285760
1731,ZZ20240613HYDBLR2887,HYD,BLR,EC,88,1718238600,1718285760
1732,ZZ20240615HYDBLR2887,HYD,BLR,FC,22,1718411400,1718458560
1733,ZZ20240615HYDBLR2887,HYD,BLR,BC,44,1718411400,1718458560
1734,ZZ20240615HYDBLR2887,HYD,BLR,PC,66,1718411400,1718458560
1735,ZZ20240615HYDBLR2887,HYD,BLR,EC,88,1718411400,1718458560
1736,ZZ20240616HYDBLR2887,HYD,BLR,FC,22,1718497800,1718544960
1737,ZZ20240616HYDBLR2887,HYD,BLR,BC,44,1718497800,1718544960
1738,ZZ20240616HYDBLR2887,HYD,BLR,PC,66,1718497800,1718544960
1739,ZZ20240616HYDBLR2887,HYD,BLR,EC,88,1718497800,1718544960
1740,ZZ20240618HYDBLR2887,HYD,BLR,FC,22,1718670600,1718717760
1741,ZZ20240618HYDBLR2887,HYD,BLR,BC,44,1718670600,1718717760
1742,ZZ20240618HYDBLR2887,HYD,BLR,PC,66,1718670600,1718717760
1743,ZZ20240618HYDBLR2887,HYD,BLR,EC,88,1718670600,1718717760
1744,ZZ20240619HYDBLR2887,HYD,BLR,FC,22,1718757000,1718804160
1745,ZZ20240619HYDBLR2887,HYD,BLR,BC,44,1718757000,1718804160
1746,ZZ20240619HYDBLR2887,HYD,BLR,PC,66,1718757000,1718804160
1747,ZZ20240619HYDBLR2887,HYD,BLR,EC,88,1718757000,1718804160
1748,ZZ20240620HYDBLR2887,HYD,BLR,FC,22,1718843400,1718890560
1749,ZZ20240620HYDBLR2887,HYD,BLR,BC,44,1718843400,1718890560
1750,ZZ20240620HYDBLR2887,HYD,BLR,PC,66,1718843400,1718890560
1751,ZZ20240620HYDBLR2887,HYD,BLR,EC,88,1718843400,1718890560
1752,ZZ20240424AMDBOM4676,AMD,BOM,FC,15,1713927360,1713999600
1753,ZZ20240424AMDBOM4676,AMD,BOM,BC,30,1713927360,1713999600
1754,ZZ20240424AMDBOM4676,AMD,BOM,PC,45,1713927360,1713999600
1755,ZZ20240424AMDBOM4676,AMD,BOM,EC,60,1713927360,1713999600
1756,ZZ20240426AMDBOM4676,AMD,BOM,FC,15,1714100160,1714172400
1757,ZZ20240426AMDBOM4676,AMD,BOM,BC,30,1714100160,1714172400
1758,ZZ20240426AMDBOM4676,AMD,BOM,PC,45,1714100160,1714172400
1759,ZZ20240426AMDBOM4676,AMD,BOM,EC,60,1714100160,1714172400
1760,ZZ20240501AMDBOM4676,AMD,BOM,FC,15,1714532160,1714604400
1761,ZZ20240501AMDBOM4676,AMD,BOM,BC,30,1714532160,1714604400
1762,ZZ20240501AMDBOM4676,AMD,BOM,PC,45,1714532160,1714604400
1763,ZZ20240501AMDBOM4676,AMD,BOM,EC,60,1714532160,1714604400
1764,ZZ20240503AMDBOM4676,AMD,BOM,FC,15,1714704960,1714777200
1765,ZZ20240503AMDBOM4676,AMD,BOM,BC,30,1714704960,1714777200
1766,ZZ20240503AMDBOM4676,AMD,BOM,PC,45,1714704960,1714777200
1767,ZZ20240503AMDBOM4676,AMD,BOM,EC,60,1714704960,1714777200
1768,ZZ20240508AMDBOM4676,AMD,BOM,FC,15,1715136960,1715209200
1769,ZZ20240508AMDBOM4676,AMD,BOM,BC,30,1715136960,1715209200
1770,ZZ20240508AMDBOM4676,AMD,BOM,PC,45,1715136960,1715209200
1771,ZZ20240508AMDBOM4676,AMD,BOM,EC,60,1715136960,1715209200
1772,ZZ20240510AMDBOM4676,AMD,BOM,FC,15,1715309760,1715382000
1773,ZZ20240510AMDBOM4676,AMD,BOM,BC,30,1715309760,1715382000
1774,ZZ20240510AMDBOM4676,AMD,BOM,PC,45,1715309760,1715382000
1775,ZZ20240510AMDBOM4676,AMD,BOM,EC,60,1715309760,1715382000
1776,ZZ20240515AMDBOM4676,AMD,BOM,FC,15,1715741760,1715814000
1777,ZZ20240515AMDBOM4676,AMD,BOM,BC,30,1715741760,1715814000
1778,ZZ20240515AMDBOM4676,AMD,BOM,PC,45,1715741760,1715814000
1779,ZZ20240515AMDBOM4676,AMD,BOM,EC,60,1715741760,1715814000
1780,ZZ20240517AMDBOM4676,AMD,BOM,FC,15,1715914560,1715986800
1781,ZZ20240517AMDBOM4676,AMD,BOM,BC,30,1715914560,1715986800
1782,ZZ20240517AMDBOM4676,AMD,BOM,PC,45,1715914560,1715986800
1783,ZZ20240517AMDBOM4676,AMD,BOM,EC,60,1715914560,1715986800
1784,ZZ20240522AMDBOM4676,AMD,BOM,FC,15,1716346560,1716418800
1785,ZZ20240522AMDBOM4676,AMD,BOM,BC,30,1716346560,1716418800
1786,ZZ20240522AMDBOM4676,AMD,BOM,PC,45,1716346560,1716418800
1787,ZZ20240522AMDBOM4676,AMD,BOM,EC,60,1716346560,1716418800
1788,ZZ20240524AMDBOM4676,AMD,BOM,FC,15,1716519360,1716591600
1789,ZZ20240524AMDBOM4676,AMD,BOM,BC,30,1716519360,1716591600
1790,ZZ20240524AMDBOM4676,AMD,BOM,PC,45,1716519360,1716591600
1791,ZZ20240524AMDBOM4676,AMD,BOM,EC,60,1716519360,1716591600
1792,ZZ20240529AMDBOM4676,AMD,BOM,FC,15,1716951360,1717023600
1793,ZZ20240529AMDBOM4676,AMD,BOM,BC,30,1716951360,1717023600
1794,ZZ20240529AMDBOM4676,AMD,BOM,PC,45,1716951360,1717023600
1795,ZZ20240529AMDBOM4676,AMD,BOM,EC,60,1716951360,1717023600
1796,ZZ20240531AMDBOM4676,AMD,BOM,FC,15,1717124160,1717196400
1797,ZZ20240531AMDBOM4676,AMD,BOM,BC,30,1717124160,1717196400
1798,ZZ20240531AMDBOM4676,AMD,BOM,PC,45,1717124160,1717196400
1799,ZZ20240531AMDBOM4676,AMD,BOM,EC,60,1717124160,1717196400
1800,ZZ20240605AMDBOM4676,AMD,BOM,FC,15,1717556160,1717628400
1801,ZZ20240605AMDBOM4676,AMD,BOM,BC,30,1717556160,1717628400
1802,ZZ20240605AMDBOM4676,AMD,BOM,PC,45,1717556160,1717628400
1803,ZZ20240605AMDBOM4676,AMD,BOM,EC,60,1717556160,1717628400
