IDX,PNR,KEY,CNT,SCORE,FK,UID
1413,TWRV92,ZZ20240423CCUBOM3274,2,500,0,2523
1414,TWRV92,ZZ20240424BOMDEL2019,2,1000,0,3163
1415,TWRV92,ZZ20240426DELBLR3152,2,500,0,1263
1416,COYX52,ZZ20240411CCUHYD3723,4,500,0,1495
1417,COYX52,ZZ20240413HYDAMD3723,4,500,0,119
1418,COYX52,ZZ20240414AMDBLR3041,4,500,0,4735
1419,IDAU71,ZZ20240420CCUBLR3294,1,500,1,1039
1420,UZUG34,ZZ20240408GAUBOM2526,2,4600,0,6920
1421,HUGG92,ZZ20240408GAUBOM2526,1,3100,0,6921
1422,RHXX29,ZZ20240408GAUBOM2526,1,850,1,6921
1423,KIBM53,ZZ20240408GAUBOM2526,1,1150,1,6922
1424,YWSK69,ZZ20240408GAUBOM2526,4,8900,0,6923
1425,DJGP63,ZZ20240408GAUBOM2526,7,16350,0,6923
1426,GOTD59,ZZ20240408GAUBOM2526,1,2550,0,6923
1427,VCIA36,ZZ20240408GAUBOM2526,2,5100,0,6923
1428,UZUG34,ZZ20240502BOMHYD2933,2,1000,0,1888
1429,HUGG92,ZZ20240503BOMMAA3355,1,800,1,1161
1430,HUGG92,ZZ20240505MAABOM3117,1,1300,0,621
1431,HUGG92,ZZ20240506BOMDEL3869,1,1300,0,4257
1432,RHXX29,ZZ20240506BOMPNQ2977,1,1300,0,5209
1433,DJGP63,ZZ20240502BOMHYD2933,7,500,0,1891
1434,DJGP63,ZZ20240503HYDAMD2299,7,1000,0,2995
1435,GOTD59,ZZ20240413BOMAMD4704,1,500,1,4815
1436,VCIA36,ZZ20240503BOMMAA3355,2,1000,0,1163
1437,VCIA36,ZZ20240504MAACCU4838,2,500,0,3079
1438,VCIA36,ZZ20240505CCUHYD3723,2,1000,0,1539
1439,PUFG88,ZZ20240408MAATRV2047,1,1050,1,5828
1440,UTBF23,ZZ20240408MAATRV2047,3,8650,0,5828
1441,RUUA39,ZZ20240408MAATRV2047,3,7150,0,5828
1442,OFUN83,ZZ20240408MAATRV2047,1,3050,1,5828
1443,NRLZ63,ZZ20240408MAATRV2047,2,2300,0,5828
1444,JYLN20,ZZ20240408MAATRV2047,1,3050,1,5828
1445,NWWJ10,ZZ20240408MAATRV2047,2,4850,0,5828
1446,XOBQ58,ZZ20240408MAATRV2047,1,1050,1,5828
1447,JNKM27,ZZ20240408MAATRV2047,1,1550,1,5828
1448,ZPIT85,ZZ20240408MAATRV2047,1,1050,1,5828
1449,YHUO25,ZZ20240408MAATRV2047,2,2900,0,5829
1450,VMLP54,ZZ20240408MAATRV2047,2,5400,0,5829
1451,JTKN96,ZZ20240408MAATRV2047,3,3200,0,5829
1452,LUIZ22,ZZ20240408MAATRV2047,2,5400,0,5829
1453,DLUY93,ZZ20240408MAATRV2047,2,1900,0,5829
1454,RCIV99,ZZ20240408MAATRV2047,1,2350,0,5829
1455,IPOK67,ZZ20240408MAATRV2047,3,5450,0,5829
1456,RLUA51,ZZ20240408MAATRV2047,2,5900,0,5829
1457,BZYX67,ZZ20240408MAATRV2047,1,2850,0,5829
1458,AIUZ71,ZZ20240408MAATRV2047,2,5650,0,5829
1459,GOCF31,ZZ20240408MAATRV2047,4,8500,0,5829
1460,IJMQ69,ZZ20240408MAATRV2047,1,1850,0,5829
1461,BAVG39,ZZ20240408MAATRV2047,2,900,0,5829
1462,TROX50,ZZ20240408MAATRV2047,1,2600,1,5829
1463,UXER89,ZZ20240408MAATRV2047,3,8700,0,5829
1464,OLQG31,ZZ20240408MAATRV2047,1,1350,1,5829
1465,OGRP53,ZZ20240408MAATRV2047,2,4650,0,5829
1466,LKIQ57,ZZ20240408MAATRV2047,2,5150,0,5829
1467,AREY50,ZZ20240408MAATRV2047,1,2350,1,5829
1468,VIML45,ZZ20240408MAATRV2047,1,850,1,5829
1469,UQQB13,ZZ20240408MAATRV2047,2,3950,0,5830
1470,KAYY25,ZZ20240408MAATRV2047,1,1350,1,5830
1471,MMKZ83,ZZ20240408MAATRV2047,6,11150,0,5830
1472,LFNS41,ZZ20240408MAATRV2047,9,12500,0,5830
1473,BZIY75,ZZ20240408MAATRV2047,8,10700,0,5830
1474,ZWSX52,ZZ20240408MAATRV2047,6,8400,0,5830
1475,RUBR39,ZZ20240408MAATRV2047,1,1150,1,5830
1476,CWGZ17,ZZ20240408MAATRV2047,2,2200,0,5830
1477,CASQ98,ZZ20240408MAATRV2047,8,13000,0,5830
1478,QJQR48,ZZ20240408MAATRV2047,3,6500,0,5830
1479,ZBZP30,ZZ20240408MAATRV2047,5,8850,0,5830
1480,RYPZ98,ZZ20240408MAATRV2047,7,11600,0,5830
1481,NQGV40,ZZ20240408MAATRV2047,2,5450,0,5830
1482,AJWM80,ZZ20240408MAATRV2047,2,2950,0,5830
1483,TUSB77,ZZ20240408MAATRV2047,1,2850,0,5830
1484,ETMA26,ZZ20240408MAATRV2047,6,7550,0,5831
1485,KBOS62,ZZ20240408MAATRV2047,2,4850,0,5831
1486,ALZD88,ZZ20240408MAATRV2047,6,11050,0,5831
1487,PDYQ53,ZZ20240408MAATRV2047,6,10300,0,5831
1488,AWWU63,ZZ20240408MAATRV2047,1,3050,0,5831
1489,IWWD80,ZZ20240408MAATRV2047,9,10950,0,5831
1490,VNXD56,ZZ20240408MAATRV2047,4,6700,0,5831
1491,IYLH18,ZZ20240408MAATRV2047,3,4650,0,5831
1492,GWNR23,ZZ20240408MAATRV2047,8,13600,0,5831
1493,UMTW31,ZZ20240408MAATRV2047,1,3550,0,5831
1494,WXOR40,ZZ20240408MAATRV2047,6,7800,0,5831
1495,ZOCF11,ZZ20240408MAATRV2047,5,3500,0,5831
1496,OBDF17,ZZ20240408MAATRV2047,9,13650,0,5831
1497,JPMV21,ZZ20240408MAATRV2047,3,6400,0,5831
1498,WOKT73,ZZ20240408MAATRV2047,2,1100,0,5831
1499,EZZX97,ZZ20240408MAATRV2047,1,1050,1,5831
1500,LCSO72,ZZ20240408MAACJB4341,2,3600,0,4996
1501,ZGCG54,ZZ20240408MAACJB4341,3,7100,0,4996
1502,EXPG45,ZZ20240408MAACJB4341,1,2050,0,4996
1503,PGIR19,ZZ20240408MAACJB4341,4,9450,0,4996
1504,MGUD19,ZZ20240408MAACJB4341,4,8200,0,4996
1505,INVV31,ZZ20240408MAACJB4341,1,1550,0,4996
1506,GODP60,ZZ20240408MAACJB4341,3,5450,0,4997
1507,MDCK16,ZZ20240408MAACJB4341,4,8000,0,4997
1508,QTLT35,ZZ20240408MAACJB4341,3,7650,0,4997
1509,INGY52,ZZ20240408MAACJB4341,1,3350,0,4997
1510,VGHZ63,ZZ20240408MAACJB4341,3,3950,0,4997
1511,LMOY80,ZZ20240408MAACJB4341,1,3350,0,4997
1512,DKWM46,ZZ20240408MAACJB4341,7,12950,0,4998
1513,MSCZ94,ZZ20240408MAACJB4341,2,5200,0,4998
1514,CZQL60,ZZ20240408MAACJB4341,9,15750,0,4998
1515,QIWG22,ZZ20240408MAACJB4341,4,8800,0,4998
1516,GXAE37,ZZ20240408MAACJB4341,3,5000,0,4998
1517,NSVV94,ZZ20240408MAACJB4341,6,11150,0,4998
1518,DTHI76,ZZ20240408MAACJB4341,1,2650,0,4998
1519,OJNC10,ZZ20240408MAACJB4341,3,8700,0,4998
1520,OCDJ59,ZZ20240408MAACJB4341,6,12650,0,4998
1521,UHBE89,ZZ20240408MAACJB4341,4,5750,0,4998
1522,OWYY68,ZZ20240408MAACJB4341,1,4150,0,4998
1523,HKQO51,ZZ20240408MAACJB4341,7,12100,0,4999
1524,GJKH90,ZZ20240408MAACJB4341,4,9400,0,4999
1525,DJQC22,ZZ20240408MAACJB4341,7,14850,0,4999
1526,YWAX62,ZZ20240408MAACJB4341,7,10100,0,4999
1527,JDEB98,ZZ20240408MAACJB4341,4,6950,0,4999
1528,PIEK51,ZZ20240408MAACJB4341,2,4850,0,4999
1529,MUGN33,ZZ20240408MAACJB4341,8,13650,0,4999
1530,HKYL40,ZZ20240408MAACJB4341,2,5600,0,4999
1531,FAAM66,ZZ20240408MAACJB4341,8,15900,0,4999
1532,ZHKV72,ZZ20240408MAACJB4341,2,3600,0,4999
1533,SVCX54,ZZ20240408MAACJB4341,1,1550,0,4999
1534,EXPG45,ZZ20240505CJBHYD2679,1,1000,1,7172
1535,PGIR19,ZZ20240505CJBHYD2679,4,1500,0,7172
1536,PGIR19,ZZ20240507HYDDEL2294,4,1500,0,4456
1537,PGIR19,ZZ20240508DELMAA2093,4,1500,0,2256
1538,MGUD19,ZZ20240505CJBHYD2679,4,1000,0,7172
1539,INVV31,ZZ20240505CJBHYD2679,1,1000,1,7172
1540,INVV31,ZZ20240507HYDDEL2294,1,1500,0,4456
1541,INVV31,ZZ20240508DELMAA2093,1,1000,1,2256
1542,GODP60,ZZ20240505CJBHYD2679,3,800,0,7173
1543,GODP60,ZZ20240506HYDCJB2914,3,800,0,6381
1544,MDCK16,ZZ20240505CJBHYD2679,4,800,0,7173
1545,MDCK16,ZZ20240506HYDIDR4122,4,800,0,5369
1546,QTLT35,ZZ20240505CJBHYD2679,3,800,0,7173
1547,INGY52,ZZ20240505CJBHYD2679,1,1300,0,7173
1548,INGY52,ZZ20240506HYDCJB2914,1,800,1,6381
1549,INGY52,ZZ20240507CJBHYD2679,1,1300,0,7181
1550,VGHZ63,ZZ20240505CJBHYD2679,3,800,0,7173
1551,VGHZ63,ZZ20240506HYDCJB2914,3,800,0,6381
1552,VGHZ63,ZZ20240507CJBHYD2679,3,1300,0,7181
1553,DKWM46,ZZ20240505CJBHYD2679,7,1100,0,7174
1554,DKWM46,ZZ20240506HYDAMD4335,7,600,0,770
1555,DKWM46,ZZ20240507AMDMAA4140,7,1100,0,2346
1556,MSCZ94,ZZ20240505CJBHYD2679,2,600,0,7174
1557,MSCZ94,ZZ20240507HYDBLR2887,2,600,0,1622
1558,MSCZ94,ZZ20240508BLRHYD3027,2,600,0,434
1559,CZQL60,ZZ20240505CJBHYD2679,9,1100,0,7174
1560,CZQL60,ZZ20240506HYDAMD4335,9,600,0,770
1561,CZQL60,ZZ20240507AMDMAA4140,9,600,0,2346
1562,QIWG22,ZZ20240505CJBHYD2679,4,600,0,7174
1563,NSVV94,ZZ20240505CJBHYD2679,6,600,0,7174
1564,NSVV94,ZZ20240506HYDIDR4122,6,1100,0,5370
1565,DTHI76,ZZ20240505CJBHYD2679,1,600,1,7174
1566,DTHI76,ZZ20240506HYDAMD4335,1,600,1,770
1567,DTHI76,ZZ20240507AMDMAA4140,1,600,1,2346
1568,OJNC10,ZZ20240505CJBHYD2679,3,600,0,7174
1569,OJNC10,ZZ20240507HYDDEL2294,3,600,0,4458
1570,OJNC10,ZZ20240508DELMAA2093,3,600,0,2258
1571,OCDJ59,ZZ20240505CJBHYD2679,6,600,0,7174
1572,HKQO51,ZZ20240505CJBHYD2679,7,500,0,7175
1573,GJKH90,ZZ20240505CJBHYD2679,4,500,0,7175
1574,GJKH90,ZZ20240506HYDIDR4122,4,500,0,5371
1575,GJKH90,ZZ20240507IDRHYD3455,4,500,0,6739
1576,DJQC22,ZZ20240505CJBHYD2679,7,500,0,7175
1577,DJQC22,ZZ20240506HYDIDR4122,7,500,0,5371
1578,YWAX62,ZZ20240505CJBHYD2679,7,500,0,7175
1579,YWAX62,ZZ20240506HYDIDR4122,7,500,0,5371
1580,YWAX62,ZZ20240507IDRHYD3455,7,500,0,6739
1581,MUGN33,ZZ20240505CJBHYD2679,8,500,0,7175
1582,HKYL40,ZZ20240505CJBHYD2679,2,1000,0,7175
1583,FAAM66,ZZ20240505CJBHYD2679,8,500,0,7175
1584,ZHKV72,ZZ20240505CJBHYD2679,2,500,0,7175
1585,SVCX54,ZZ20240505CJBHYD2679,1,1000,0,7175
1586,SVCX54,ZZ20240507HYDDEL2294,1,500,1,4459
1587,JIUW28,ZZ20240408DELBOM4516,1,4050,0,4364
1588,LGON20,ZZ20240408DELBOM4516,3,3900,0,4364
1589,TCUJ57,ZZ20240408DELBOM4516,4,5150,0,4364
1590,UJTN27,ZZ20240408DELBOM4516,2,3100,0,4364
1591,DLAU55,ZZ20240408DELBOM4516,2,1600,0,4364
1592,OKMW46,ZZ20240408DELBOM4516,4,5900,0,4364
1593,ZHCZ73,ZZ20240408DELBOM4516,3,7150,0,4364
1594,IOTP59,ZZ20240408DELBOM4516,2,3150,0,4365
1595,YFEZ10,ZZ20240408DELBOM4516,2,5100,0,4365
1596,BKRB38,ZZ20240408DELBOM4516,3,8700,0,4365
1597,ZITN35,ZZ20240408DELBOM4516,1,2850,0,4365
1598,FJKK67,ZZ20240408DELBOM4516,1,2600,1,4365
1599,DOFT26,ZZ20240408DELBOM4516,3,5700,0,4365
1600,QBEN26,ZZ20240408DELBOM4516,4,5700,0,4365
1601,DFSC55,ZZ20240408DELBOM4516,2,1400,0,4365
1602,VLTT64,ZZ20240408DELBOM4516,3,4950,0,4365
1603,YUOD62,ZZ20240408DELBOM4516,2,5900,0,4365
1604,NVHC32,ZZ20240408DELBOM4516,2,4650,0,4365
1605,UHBD84,ZZ20240408DELBOM4516,2,3100,0,4365
1606,ACCX64,ZZ20240408DELBOM4516,1,2600,1,4365
1607,GEZF24,ZZ20240408DELBOM4516,4,7750,0,4365
1608,KGPN14,ZZ20240408DELBOM4516,4,9450,0,4365
1609,FMJQ25,ZZ20240408DELBOM4516,1,3150,0,4366
1610,GUBX34,ZZ20240408DELBOM4516,6,10600,0,4366
1611,YRDS83,ZZ20240408DELBOM4516,2,5400,0,4366
1612,GWFQ88,ZZ20240408DELBOM4516,9,9800,0,4366
1613,XFRX29,ZZ20240408DELBOM4516,1,3150,0,4366
1614,CYSU36,ZZ20240408DELBOM4516,6,10850,0,4366
1615,GXTC85,ZZ20240408DELBOM4516,7,13450,0,4366
1616,YDID36,ZZ20240408DELBOM4516,1,650,1,4366
1617,XKGL87,ZZ20240408DELBOM4516,5,8850,0,4366
1618,EDHX70,ZZ20240408DELBOM4516,2,700,0,4366
1619,YSYT29,ZZ20240408DELBOM4516,8,12750,0,4366
1620,ZBWZ28,ZZ20240408DELBOM4516,7,13450,0,4366
1621,KLEB51,ZZ20240408DELBOM4516,3,3250,0,4366
1622,HASI59,ZZ20240408DELBOM4516,7,13050,0,4367
1623,WOTQ48,ZZ20240408DELBOM4516,5,3750,0,4367
1624,FBRS53,ZZ20240408DELBOM4516,8,13100,0,4367
1625,AQNM81,ZZ20240408DELBOM4516,8,12400,0,4367
1626,WWPQ64,ZZ20240408DELBOM4516,3,5100,0,4367
1627,ZXQI96,ZZ20240408DELBOM4516,5,10750,0,4367
1628,QHYS49,ZZ20240408DELBOM4516,5,11000,0,4367
1629,CLJO28,ZZ20240408DELBOM4516,1,1050,1,4367
1630,WXKU52,ZZ20240408DELBOM4516,4,8900,0,4367
1631,ZXFZ54,ZZ20240408DELBOM4516,8,14400,0,4367
1632,EOBL44,ZZ20240408DELBOM4516,1,2800,1,4367
1633,HEAS87,ZZ20240408DELBOM4516,9,19200,0,4367
1634,HQDP11,ZZ20240408DELBOM4516,9,7200,0,4367
1635,ZYOS32,ZZ20240408DELBOM4516,1,1050,1,4367
1636,LGON20,ZZ20240415BOMDEL3869,3,1000,0,4232
1637,TCUJ57,ZZ20240502BOMHYD2933,4,1000,0,1888
1638,TCUJ57,ZZ20240504HYDDEL2294,4,1000,0,4452
1639,UJTN27,ZZ20240505BOMCCU3779,2,1000,0,4284
1640,UJTN27,ZZ20240509CCUHYD3723,2,1000,0,1540
1641,UJTN27,ZZ20240511HYDDEL2294,2,1000,0,4468
1642,DLAU55,ZZ20240410BOMBLR3556,2,1000,0,2024
1643,DLAU55,ZZ20240411BLRCCU2504,2,1000,0,500
1644,DLAU55,ZZ20240513CCUMAA4688,2,1500,0,2836
1645,ZHCZ73,ZZ20240413BOMAMD4704,3,1500,0,4812
1646,ZHCZ73,ZZ20240414AMDBLR3041,3,1000,0,4732
1647,ZHCZ73,ZZ20240508BLRDEL4246,3,1000,0,2444
1648,IOTP59,ZZ20240415BOMDEL3869,2,800,0,4233
1649,YFEZ10,ZZ20240413BOMAMD4704,2,800,0,4813
1650,YFEZ10,ZZ20240417AMDDEL3688,2,800,0,3777
1651,BKRB38,ZZ20240502BOMHYD2933,3,1300,0,1889
1652,BKRB38,ZZ20240503HYDAMD2299,3,1300,0,2993
1653,BKRB38,ZZ20240504AMDDEL3431,3,800,0,4637
1654,ZITN35,ZZ20240503BOMMAA3355,1,800,1,1161
1655,ZITN35,ZZ20240504MAACCU4838,1,800,1,3077
1656,ZITN35,ZZ20240505CCUBOM3274,1,800,1,2549
1657,FJKK67,ZZ20240415BOMDEL3869,1,800,1,4233
1658,DOFT26,ZZ20240503BOMMAA3355,3,800,0,1161
1659,DOFT26,ZZ20240504MAACCU4838,3,800,0,3077
1660,DOFT26,ZZ20240505CCUBLR3294,3,800,0,1081
1661,QBEN26,ZZ20240505BOMCCU3779,4,1300,0,4285
1662,QBEN26,ZZ20240507CCUBOM3274,4,800,0,2553
1663,QBEN26,ZZ20240508BOMDEL2019,4,1300,0,3209
1664,DFSC55,ZZ20240502BOMHYD2933,2,1300,0,1889
1665,DFSC55,ZZ20240504HYDIDR4122,2,800,0,5361
1666,DFSC55,ZZ20240505IDRHYD2795,2,800,0,6265
1667,VLTT64,ZZ20240503BOMMAA3355,3,800,0,1161
1668,VLTT64,ZZ20240504MAATRV4122,3,800,0,7145
1669,YUOD62,ZZ20240415BOMDEL3869,2,800,0,4233
1670,NVHC32,ZZ20240415BOMDEL3869,2,800,0,4233
1671,UHBD84,ZZ20240413BOMAMD4704,2,800,0,4813
1672,UHBD84,ZZ20240417AMDDEL3688,2,1300,0,3777
1673,ACCX64,ZZ20240505BOMCCU3779,1,800,1,4285
1674,ACCX64,ZZ20240506CCUBLR3294,1,800,1,1085
1675,ACCX64,ZZ20240508BLRDEL4246,1,800,1,2445
1676,GEZF24,ZZ20240415BOMDEL3869,4,800,0,4233
1677,FMJQ25,ZZ20240415BOMDEL3869,1,600,1,4234
1678,GUBX34,ZZ20240502BOMHYD2933,6,600,0,1890
1679,GUBX34,ZZ20240503HYDAMD2299,6,600,0,2994
1680,GUBX34,ZZ20240504AMDDEL3431,6,600,0,4638
1681,CYSU36,ZZ20240505BOMCCU3779,6,600,0,4286
1682,CYSU36,ZZ20240513CCUMAA4688,6,1100,0,2838
1683,GXTC85,ZZ20240503BOMMAA3355,7,600,0,1162
1684,GXTC85,ZZ20240505MAACJB2120,7,600,0,5478
1685,XKGL87,ZZ20240415BOMDEL3869,5,1100,0,4234
1686,EDHX70,ZZ20240503BOMMAA3355,2,1100,0,1162
1687,EDHX70,ZZ20240505MAACJB2120,2,1100,0,5478
1688,YSYT29,ZZ20240502BOMHYD2933,8,600,0,1890
1689,YSYT29,ZZ20240503HYDAMD2299,8,600,0,2994
1690,YSYT29,ZZ20240504AMDDEL3431,8,600,0,4638
1691,ZBWZ28,ZZ20240413BOMAMD4704,7,600,0,4814
1692,ZBWZ28,ZZ20240417AMDDEL3688,7,600,0,3778
1693,HASI59,ZZ20240415BOMDEL3869,7,500,0,4235
1694,FBRS53,ZZ20240415BOMDEL3869,8,500,0,4235
1695,AQNM81,ZZ20240415BOMDEL3869,8,500,0,4235
1696,HEAS87,ZZ20240503BOMMAA3355,9,500,0,1163
1697,HEAS87,ZZ20240505MAACJB2120,9,1000,0,5479
1698,HEAS87,ZZ20240526CJBHYD2679,9,500,0,7235
1699,HQDP11,ZZ20240410BOMBLR3556,9,1000,0,2027
1700,HQDP11,ZZ20240508BLRDEL4246,9,500,0,2447
1701,LVVS53,ZZ20240409BLRCCU2504,1,3300,1,492
1702,BXDO36,ZZ20240409BLRCCU2504,4,8200,0,492
1703,USID19,ZZ20240409BLRCCU2504,3,3150,0,492
1704,UHLI75,ZZ20240409BLRCCU2504,3,3650,0,492
1705,NTNI44,ZZ20240409BLRCCU2504,3,3650,0,492
1706,UTIJ97,ZZ20240409BLRCCU2504,1,3550,0,492
1707,QZKD53,ZZ20240409BLRCCU2504,4,9450,0,492
1708,ZCKG41,ZZ20240409BLRCCU2504,4,5200,0,492
1709,GKWW31,ZZ20240409BLRCCU2504,1,2800,1,492
1710,XABH10,ZZ20240409BLRCCU2504,2,1600,0,492
1711,PKCB12,ZZ20240409BLRCCU2504,1,1550,1,492
1712,RNJB36,ZZ20240409BLRCCU2504,1,3300,1,492
1713,VVYC86,ZZ20240409BLRCCU2504,2,3350,0,493
1714,BJNP47,ZZ20240409BLRCCU2504,2,2150,0,493
1715,QCOX40,ZZ20240409BLRCCU2504,1,1350,1,493
1716,WPDQ81,ZZ20240409BLRCCU2504,2,2900,0,493
1717,SEJW19,ZZ20240409BLRCCU2504,4,3500,0,493
1718,TNCY13,ZZ20240409BLRCCU2504,4,6950,0,493
1719,FNZJ34,ZZ20240409BLRCCU2504,4,9500,0,493
1720,CKJD47,ZZ20240409BLRCCU2504,3,950,0,493
1721,KAKS23,ZZ20240409BLRCCU2504,2,2900,0,493
1722,SOAA48,ZZ20240409BLRCCU2504,3,6200,0,493
1723,BQLJ64,ZZ20240409BLRCCU2504,1,2850,0,493
1724,EZGN68,ZZ20240409BLRCCU2504,1,2350,1,493
1725,AOEP41,ZZ20240409BLRCCU2504,2,1400,0,493
1726,JLOV67,ZZ20240409BLRCCU2504,4,7500,0,493
1727,CZYD48,ZZ20240409BLRCCU2504,2,2900,0,493
1728,IUZL54,ZZ20240409BLRCCU2504,3,4200,0,493
1729,GMRP18,ZZ20240409BLRCCU2504,3,6150,0,493
1730,UEKL16,ZZ20240409BLRCCU2504,3,6200,0,493
1731,XMVZ47,ZZ20240409BLRCCU2504,2,1400,0,493
1732,IMQU65,ZZ20240409BLRCCU2504,1,2350,1,493
1733,FKLM28,ZZ20240409BLRCCU2504,4,5950,0,493
1734,MPUU26,ZZ20240409BLRCCU2504,1,3100,1,493
1735,RCWM45,ZZ20240409BLRCCU2504,4,6750,0,493
1736,GOAJ16,ZZ20240409BLRCCU2504,3,4950,0,493
1737,TNIO81,ZZ20240409BLRCCU2504,1,1550,1,493
1738,QDZG77,ZZ20240409BLRCCU2504,1,650,1,494
1739,HWDF32,ZZ20240409BLRCCU2504,8,9000,0,494
1740,UEEQ25,ZZ20240409BLRCCU2504,5,5800,0,494
1741,IRSL91,ZZ20240409BLRCCU2504,9,15300,0,494
1742,YVGH96,ZZ20240409BLRCCU2504,8,8900,0,494
1743,FNUC13,ZZ20240409BLRCCU2504,6,7900,0,494
1744,RSGN42,ZZ20240409BLRCCU2504,1,2650,1,494
1745,NWDF29,ZZ20240409BLRCCU2504,2,1700,0,494
1746,HWIR90,ZZ20240409BLRCCU2504,5,6600,0,494
1747,OUYM44,ZZ20240409BLRCCU2504,4,7550,0,494
1748,SEKY62,ZZ20240409BLRCCU2504,2,4900,0,494
1749,KIFD88,ZZ20240409BLRCCU2504,7,13000,0,494
1750,UUEQ25,ZZ20240409BLRCCU2504,5,7100,0,494
1751,NOPU34,ZZ20240409BLRCCU2504,9,11300,0,494
1752,YOYN16,ZZ20240409BLRCCU2504,5,6600,0,494
1753,VFYD37,ZZ20240409BLRCCU2504,1,3150,0,494
1754,GFPC10,ZZ20240409BLRCCU2504,7,12450,0,494
1755,HOWA60,ZZ20240409BLRCCU2504,2,700,0,494
1756,KYEQ89,ZZ20240409BLRCCU2504,4,8200,0,495
1757,OVZY85,ZZ20240409BLRCCU2504,3,6150,0,495
1758,EPHZ26,ZZ20240409BLRCCU2504,7,7350,0,495
1759,KEHX71,ZZ20240409BLRCCU2504,6,9050,0,495
1760,QWAV95,ZZ20240409BLRCCU2504,3,7650,0,495
1761,WPJO15,ZZ20240409BLRCCU2504,2,2600,0,495
1762,MROQ10,ZZ20240409BLRCCU2504,4,5350,0,495
1763,TSOY79,ZZ20240409BLRCCU2504,3,7150,0,495
1764,GMQT62,ZZ20240409BLRCCU2504,5,9750,0,495
1765,VHHX29,ZZ20240409BLRCCU2504,9,9600,0,495
1766,PJJC35,ZZ20240409BLRCCU2504,3,5650,0,495
1767,PDLX82,ZZ20240409BLRCCU2504,7,6850,0,495
1768,BZAT55,ZZ20240409BLRCCU2504,4,3450,0,495
1769,QVPV18,ZZ20240409BLRCCU2504,3,2400,0,495
1770,MBNQ69,ZZ20240409BLRCCU2504,9,11200,0,495
1771,UBIW82,ZZ20240409BLRCCU2504,4,6700,0,495
1772,DQWU11,ZZ20240409BLRCCU2504,2,4600,0,495
1773,WILO10,ZZ20240409BLRCCU2504,1,550,1,495
1774,HHCD63,ZZ20240409BLRCCU2504,2,5350,0,495
1775,ZVDM31,ZZ20240409BLRCCU2504,7,11850,0,495
1776,EZQG24,ZZ20240409BLRCCU2504,4,4950,0,495
1777,DEXW70,ZZ20240409BLRCCU2504,4,3200,0,495
1778,PSGJ44,ZZ20240409BLRCCU2504,2,3350,0,495
1779,UIQH64,ZZ20240409BLRCCU2504,6,6800,0,495
1780,QAFG20,ZZ20240409BLRCCU2504,6,6300,0,495
1781,IDZH58,ZZ20240409BLRCCU2504,4,5450,0,495
1782,YHTN72,ZZ20240409BLRCCU2504,1,1300,0,495
1783,KJBT68,ZZ20240409BLRCCU2504,3,5100,0,495
1784,LVVS53,ZZ20240420CCUBLR3294,1,1000,1,1036
1785,UHLI75,ZZ20240513CCUMAA4688,3,1500,0,2836
1786,UHLI75,ZZ20240514MAABOM3117,3,1500,0,636
1787,NTNI44,ZZ20240411CCUHYD3723,3,1000,0,1492
1788,NTNI44,ZZ20240421HYDIDR4122,3,1000,0,5340
1789,NTNI44,ZZ20240423IDRHYD2795,3,1000,0,6244
1790,ZCKG41,ZZ20240411CCUHYD3723,4,1000,0,1492
1791,PKCB12,ZZ20240420CCUBLR3294,1,1000,1,1036
1792,RNJB36,ZZ20240420CCUBLR3294,1,1000,1,1036
1793,BJNP47,ZZ20240411CCUHYD3723,2,800,0,1493
1794,BJNP47,ZZ20240507HYDBLR2887,2,800,0,1621
1795,QCOX40,ZZ20240420CCUBLR3294,1,800,1,1037
1796,SEJW19,ZZ20240411CCUHYD3723,4,800,0,1493
1797,SEJW19,ZZ20240413HYDAMD3723,4,1300,0,117
1798,SEJW19,ZZ20240414AMDBLR3041,4,800,0,4733
1799,EZGN68,ZZ20240411CCUHYD3723,1,800,1,1493
1800,EZGN68,ZZ20240507HYDBLR2887,1,800,1,1621
1801,GMRP18,ZZ20240411CCUHYD3723,3,800,0,1493
1802,GMRP18,ZZ20240414HYDCJB2880,3,800,0,6141
1803,GMRP18,ZZ20240505CJBHYD2679,3,1300,0,7173
1804,FKLM28,ZZ20240411CCUHYD3723,4,1300,0,1493
1805,FKLM28,ZZ20240507HYDBLR2887,4,1300,0,1621
1806,GOAJ16,ZZ20240411CCUHYD3723,3,1300,0,1493
1807,GOAJ16,ZZ20240507HYDBLR2887,3,800,0,1621
1808,QDZG77,ZZ20240411CCUHYD3723,1,600,1,1494
1809,QDZG77,ZZ20240413HYDAMD3723,1,1100,0,118
1810,QDZG77,ZZ20240414AMDBLR3041,1,600,1,4734
1811,RSGN42,ZZ20240420CCUBLR3294,1,600,1,1038
1812,NOPU34,ZZ20240411CCUHYD3723,9,600,0,1494
1813,NOPU34,ZZ20240507HYDBLR2887,9,600,0,1622
1814,YOYN16,ZZ20240411CCUHYD3723,5,600,0,1494
1815,YOYN16,ZZ20240413HYDAMD3723,5,600,0,118
1816,YOYN16,ZZ20240414AMDBLR3041,5,600,0,4734
1817,VFYD37,ZZ20240513CCUMAA4688,1,600,1,2838
1818,VFYD37,ZZ20240516MAAHYD3027,1,600,1,1582
1819,VFYD37,ZZ20240518HYDBLR2887,1,1100,0,1654
1820,KYEQ89,ZZ20240420CCUBLR3294,4,1000,0,1039
